"title","author","year","genre","openlibrary_work_key","synopsis","periodo"
"Мастер и Маргарита","Михаил Афанасьевич Булгаков","1966","Fantasy","/works/OL676009W","*The Master and Margarita* (Russian: Мастер и Маргарита) is a novel by Mikhail Bulgakov, written in the Soviet Union between 1928 and 1940. The story concerns a visit by the devil and his entourage to the officially atheist Soviet Union. The devil, manifested as one Professor Woland, challenges the Soviet citizens' beliefs towards religion and condemns their behavior throughout the book. *The Master and Margarita* combines supernatural elements with satirical dark comedy and Christian philosophy, defying categorization within a single genre. Many critics consider it to be one of the best novels of the 20th century, as well as the foremost of Soviet satires. A censored version, with several chapters cut by editors, was published posthumously in Moscow magazine in 1966–1967 by his widow Elena Bulgakova. The manuscript was not published as a book until 1967, in Paris. A samizdat version circulated that included parts cut out by official censors, and these were incorporated in a 1969 version published in Frankfurt. The novel has since been published in several languages and editions.","1950-1969"
"Sylvie and Bruno","Lewis Carroll","1889","Fantasy","/works/OL151430W","Two little children meet adventure in such places as Dogland, Outland, and Elfland.","1850-1899"
"The Moon Pool","A. Merritt","1919","Fantasy","/works/OL4104767W","""On the island of Ponape in the South Pacific, the cold light of a full moon washes over the crumbling ruins of an ancient, vanished civilization. Unleashed from the depths is the Dweller, a glittering, enigmatic force of monstrous terror and radiant beauty that stalks the South Pacific, claiming all in its path. An inter-national expedition led by American Walter Goodwin races to save those who have fallen victim to the Dweller.

The dark mystery behind the malevolent force is Muria, a forgotten, mythic world deep within the earth that is home to a legendary people intent on reclaiming what was theirs long ago. This commemorative edition of The Moon Pool features an introduction by Robert Silverberg, a review of the first edition, and a glossary of the Murian language.""--BOOK JACKET.","1900-1949"
"The reluctant dragon","Kenneth Grahame","1938","Fantasy","/works/OL69602W","The boy who finds the dragon in the cave knows it is a kindly, harmless one, but how can he convince the frightened villagers and especially St. George the dragon killer that there is no cause for concern?","1900-1949"
"The Story of Doctor Dolittle","Hugh Lofting","1920","Fantasy","/works/OL1449046W","There are some of us now reaching middle age who discover themselves to be lamenting the past in one respect if in none other, that there are no books written now for children comparable with those of thirty years ago.  I say written FOR children because the new psychological business of writing ABOUT them as though they were small pills or hatched in some especially scientific method is extremely popular today.","1900-1949"
"Charlie and the Chocolate Factory","Roald Dahl","1964","Fantasy","/works/OL45790W","Charlie and the Chocolate Factory is a 1964 children's novel by British author Roald Dahl. The story features the adventures of young Charlie Bucket inside the chocolate factory of eccentric chocolatier Willy Wonka.

Charlie and the Chocolate Factory was first published in the United States by Alfred A. Knopf, Inc. in 1964 and in the United Kingdom by George Allen & Unwin 11 months later. 

In the 2012 survey published by SLJ, a monthly with primarily US audience, Charlie was the second of four books by Dahl among their Top 100 Chapter Books, one more than any other writer. Time magazine in the US included the novel in its list of the 100 Best Young-Adult Books of All Time.","1950-1969"
"The Well at the World's End","William Morris","1892","Fantasy","/works/OL47750W","Long ago there was a little land, over which ruled a regulus or kinglet, who was called King Peter, though his kingdom was but little. He had four sons whose names were Blaise, Hugh, Gregory and Ralph: of these Ralph was the youngest, whereas he was but of twenty winters and one; and Blaise was the oldest and had seen thirty winters.","1850-1899"
"The water-babies: a fairy tale for a land-baby","Charles Kingsley","1863","Fantasy","/works/OL1130038W","The story follows Tom in his land-life as a climbing boy for a chimney-sweep and in his after-life as a water-baby, where he gains redemption from selfishness as well as from drudgery. On to his fantasy Kingsley grafts a series of digressions and comic asides, through which he comments on a range of contemporary issues.","1850-1899"
"A Princess of Mars","Edgar Rice Burroughs","1917","Fantasy","/works/OL1418187W","I am a very old man; how old I do not know. Possibly I am a hundred, possibly more; but I cannot tell because I have never aged as other men, nor do I remember any childhood. So far as I can recollect I have always been a man, a man of about thirty. I appear today as I did forty years and more ago, and yet I feel that I cannot go on living forever; that some day I shall die the real death from which there is no resurrection.
[Adventures of John Carter in Mars -- from the author of the Tarzan series.]","1900-1949"
"Cien años de soledad","Gabriel García Márquez","1967","Fantasy","/works/OL274505W","*Cien años de soledad* es una novela del escritor colombiano Gabriel García Márquez, ganador del Premio Nobel de Literatura en 1982. Es considerada una obra maestra de la literatura hispanoamericana y universal, cumbre del denominado ""realismo mágico"". Es asimismo una de las obras más traducidas y leídas en español. Narra la historia de la familia Buendía a lo largo de siete generaciones en el pueblo ficticio de Macondo.


----------


*Cien años de soledad* is considered the best work of García Márquez. A novel that narrates the vicisitudes of Aureliano Buendía in the mythic Macondo, a town in some unknown region of Colombia. This novel was written in the magic realism (""realismo mágico""), a style that mix together amazing elements taken by fiction and reality.","1950-1969"
"Brood of the Witch-Queen","Sax Rohmer","1924","Fantasy","/works/OL2288676W","Prefatory Notice

The strange deeds of Antony Ferrara, as herein related, are intended to illustrate certain phases of Sorcery as it was formerly practised (according to numerous records) not only in Ancient Egypt but also in Europe during the Middle Ages. In no case do the powers attributed to him exceed those which are claimed for a fully equipped Adept.
      S.R.
~","1900-1949"
"The Horse and His Boy","C. S. Lewis","1954","Fantasy","/works/OL71058W","A boy and a talking horse share an adventurous and dangerous journey to Narnia to warn of invading barbarians.","1950-1969"
"Fifty-one tales","Lord Dunsany","1915","Fantasy","/works/OL83881W","A Wildside Fantasy Classic. Contains 51 of Dunsany's choice fantasy short stories.","1900-1949"
"Harry Potter and the Half-Blood Prince","J. K. Rowling","2005","Fantasy","/works/OL82565W","One summer night, when Dumbledore arrives at Privet Drive to collect Harry Potter, his wand hand is blackened and shriveled, but he will not reveal why.

Rumours and suspicion spread through the wizarding world – it feels as if even Hogwarts itself might be under threat.

Harry is convinced that Malfoy bears the Dark Mark: could there be a Death Eater amongst them?

He will need powerful magic and true friends as, with the help of Dumbledore, he investigates Voldemort’s darkest secrets.

([source][2])

Preceded by: [Harry Potter and the Order of the Phoenix][1]
Followed by: [Harry Potter and the Deathly Hallows][3]


----------
Contains:
[Harry Potter and the Half-Blood Prince [3/4]](https://openlibrary.org/works/OL27299760W)
[Harry Potter and the Half-Blood Prince [4/4]](https://openlibrary.org/works/OL27294904W)

  [1]: https://openlibrary.org/works/OL13716955W/Harry_Potter_and_the_Order_of_the_Phoenix
  [2]: https://www.jkrowling.com/book/harry-potter-half-blood-prince/
  [3]: https://openlibrary.org/works/OL82586W/Harry_Potter_and_the_Deathly_Hallows","2000-2009"
"The little white bird, or, Adventures in Kensington gardens","J. M. Barrie","1902","Fantasy","/works/OL461993W","A few chapters of this story introduced Peter Pan to the reading public. His chapters (13-18) were later published as ""Peter Pan in Kensington Gardens.""","1900-1949"
"Wet Magic","Edith Nesbit","1937","Fantasy","/works/OL99513W","On a holiday at the seashore, Bernard, Mavis, Kathleen, and Francis save a mermaid from captivity and, after an incredible magic-filled journey beneath the waves, they must race against time to avert a war and save their underwater friends.","1900-1949"
"Peter Pan in Kensington Gardens","J. M. Barrie","1906","Fantasy","/works/OL462123W","<Nothing>","1900-1949"
